Question,Expected_answer,Generated_answer,Generated_before_support,eval_exact_match,eval_token_f1,eval_rouge1_f,eval_rouge2_f,eval_rougeL_f,eval_bleu,eval_meteor
What are the taxonomic characteristics of Lumbrineris albidentata,"Lumbrineris albidentata Ehlers, 1908, features an elongate body reaching up to about 100 mm, with juvenile anterior segments that are swollen to hold large jaws. The prostomium is conical and has a prominent nuchal slit at the junction with the peristomium. Setae include winged capillaries from setiger 1–50, long compound hooks from setiger 1–30, and simple hooks plus capillaries from setiger 31–50; posteriorly, only simple hooks are present. The parapodia consist of anterior limbs with low presetal and rounded postsetal lobes, middle limbs with obliquely upward-facing subequal lobes, and posterior limbs that are elongate and bilabiate with stout lobes. The species is common in deep dredgings on muddy sand. The acicula are yellow, with four per parapodium. The maxillae jaws are heavily calcified mandibles with widely divergent shafts; maxillae are robust, featuring large white plates on Mx IV bordered in black; the maxillary formula is Mx I = 1+1, Mx II = (2–3)+(2–3), Mx III = 2+2, and Mx IV are indistinct paired plates. Maxillary supports are long and triangular. Its distribution includes South West Africa, South Africa (Cape, Natal), Mozambique, and it has also been recorded from North Carolina.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Lumbrineris brevicirra,"Lumbrineris brevicirra Schmarda, 1861, has a slender body approximately 50–70 mm in length. Its prostomium is conical in shape. The setae consist of slender capillaries extending to the mid-body, with long-bladed simple hooks appearing within the first ~10 setigers and continuing posteriorly, where blades become shorter toward the rear. The parapodia feature small anterior feet with a rudimentary presetal lobe and a deep, compressed postsetal lobe; the presetal lobe enlarges posteriorly, while the postsetal lobe decreases in size. The posterior feet have elongated bases and lobes that are roughly equal. The acicula is pale in color overall, though some material from Chatham Island shows black. The maxillary jaws follow a formula of Mx I = 1+1; Mx II = 5+5; Mx III comprises indistinct paired cutting plates; and Mx IV = 1+1. Its distribution includes South Africa (Cape, Natal), New South Wales, Chatham Island, Chile, and Japan.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Lumbrineris inflata,"Lumbrineris inflata Moore, 1911, has a small, approximately 20 mm long body that is short and orange. The prostomium is spherical and prominently white. Its setae are winged capillaries found in the first 30-40 feet, with hooded compound (or partially compound) hooks appearing in the first 3-4 feet, then becoming simple and continuing to the end. The anterior parapodia feature a low, rounded presetal lobe and a longer, similar postsetal lobe, with setae always longer than the postsetal lobe. This species is typically found on rocky shores and is considered uncommon. The acicula are yellow. Its maxillae follow a maxillary formula: Mx I = 1+1; Mx II = 4-5 + 4-5; Mx III = 3-4 + 3-4; and Mx IV = 2+2, with long maxillary supports. Geographically, it is circumtropical, present in the Atlantic, Indian, and Pacific oceans, and has been recorded from Natal and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Lumbrineris coccinea,"Lumbrineris coccinea Renieri, 1804 is characterized by a small body, approximately 40 mm in length, appearing orange when alive and pale in alcohol. The prostomium is globular. The setae features winged capillaries on the first 30–40 feet, with compound hooks from the first to around the 20th foot, becoming simple posteriorly with opaque white heads. The parapodia have anterior feet with a low, rounded presetal lobe and a longer, conical postsetal lobe; posterior feet are slightly longer but similar, with setae always surpassing the postsetal lobe. It is commonly found in algal tufts. The acicula are yellow. The maxillary jaws follow the formula Mx I = 1+1; Mx II = 4–5 + 4–5; Mx III = 2+2; Mx IV = 1+1. Its distribution includes the North Atlantic (from the USA, English Channel to Morocco and Senegal), the Mediterranean, and recorded populations from South West Africa, Cape coast, and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Lumbrineris oculata,"Lumbrineris oculata Ehlers, 1908 is characterized by a small body approximately 20 mm in length, comprising around 87 segments. The prostomium appears ovoid with dark lateral pigmentation. Setae include winged capillaries from the first to about the 34th foot, alongside long-shafted compound hooks from the anterior to approximately the 16th foot, which are replaced posteriorly by simple, short-headed hooks. The parapodia of the anterior feet have low presetal lobes and long, ear-shaped postsetal lobes with an inferior expansion; the posterior feet are not described. The acicula are unreported. The maxillary jaws follow a formula of Mx I = 1+1; Mx II = 3+4; Mx III = 1+1 (featuring a very small plate); and Mx IV = 2+2. The maxillary supports are long and kite-shaped. This species is known from South Africa and has only been documented from the type locality.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Lumbrineris latreilli,"Lumbrineris latreilli Audouin & Milne Edwards, 1834 is described as having an elongate body up to approximately 150 mm in length. The prostomium is conical. The setae includes winged capillaries from the first to around the 40th-50th foot, with long-bladed compound hooks from roughly the 3rd to 25th foot, which are replaced posteriorly by simple hooks that have progressively shorter heads. The parapodia feature anterior feet with a low, rounded presetal lobe and a larger, bluntly triangular postsetal lobe; posterior feet possess long, conical postsetal lobes that are always shorter than the setae. The acicula are yellow. The maxillae have a maxillary formula of Mx I = 1+1; Mx II = (4–5)+(4–5); Mx III = 2+2; Mx IV = 1+1, with fairly long maxillary supports. This species is cosmopolitan in temperate and tropical seas and has been recorded from South Africa (Cape, Natal) and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Lumbrineris aberrans,"Lumbrineris aberrans Day, 1963 is characterized by a very small body, approximately 10 mm in length, with around 60 segments. The prostomium is conical, highly elongated, and as long as the combined length of the peristomium and the first four setigers. The setae are winged capillaries present from the first setiger, featuring very short, broad blades; simple hooks appear from setiger 4, which are bidentate with divergent teeth and a short, broad hood. The parapodia in the first six setigers have tiny lobes; subsequent parapodia become larger, conical, with a rudimentary presetal lobe and a shorter, conical postsetal lobe than the setae. The posterior parapodia are unknown. The acicula are pale. The maxillary jaws consist of mandible shafts that are completely fused, with very large maxillary supports. The maxillary formula is: Mx I = 1+1, Mx II = 3+3, Mx III = 1+1 (short plates with indistinct teeth), Mx IV = 0+0 (toothless oval plates). This species is known only from the Agulhas Bank in South Africa, based on a single specimen.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Lumbrineris tetraura,"Lumbrineris tetraura Schmarda, 1861 is characterized by a large body, reaching approximately 250 mm in length. The prostomium is conical in shape. The setae include winged capillaries from setiger 1 to about 60, and long-headed simple hooks from around setiger 4 to the posterior end, with hook heads becoming shorter and whitish after about setiger 30. The parapodia feature anterior feet with a low, rounded presetal lobe and a longer, bluntly conical postsetal lobe; posterior feet are longer but similarly shaped. The acicula are yellow. The maxillary jaws follow the formula Mx I = 1+1, Mx II = (4–5)+(4–5), Mx III = 2+2, and Mx IV = 1+1, with major plates bearing 4–5 teeth and long, kite-shaped maxillary supports. Its distribution is cosmopolitan, inhabiting temperate and tropical waters, with records from South-west Africa, South Africa (Cape, Natal), and Chile.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Lumbrineris hartmani,"Lumbrineris hartmani Day, 1953 is characterized by an elongate body reaching approximately 100 mm or more. The prostomium is conical in shape. The setae are winged capillaries extending from the anterior segments to around setiger 60–70; around setiger 25–45, long-bladed simple hooks appear and remain posteriorly, with blades shortening after the mid-body. The parapodia feature anterior feet with a low, rounded presetal lobe and a longer, conical postsetal lobe; posterior feet have an extending postsetal lobe that never exceeds the length of the setae. The acicula are yellow. The maxillae exhibit a maxillary formula of Mx I = 1+1, Mx II = (4–5)+(4–5), Mx III = 2+2, and Mx IV = 1+1, supported by long, triangular supports. This species is found in South Africa, specifically in False Bay, Cape, and is closely related to Lumbrineris fragilis.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Lumbrineris heteropoda difficilis,"Lumbrineris heteropoda Day, 1963 is characterized by an elongate body, typically over ~120 mm long. The prostomium is conical with dark pigmentation at its base. Its setae consist of anterior winged capillaries long, tapering superior ones, and short, blunt inferior ones, and around setiger ~40, long-bladed simple hooks emerge, becoming shorter towards the posterior. The posterior feet mainly feature short-bladed hooks with occasional capillaries. The parapodia have anterior feet with a low, rounded presetal lobe and a dorsally produced, compressed postsetal lobe; the posterior feet have a very long, digitiform postsetal lobe that significantly exceeds the length of the setae, which is a key diagnostic feature. The acicula are black. The maxillae follow a maxillary formula of Mx I = 1+1; Mx II = (4–5)+(4–5); Mx III = 2+2; Mx IV = 1+1, and are supported by a heart-shaped structure. Geographically, the species is found in Southwestern Africa and South Africa's tropical regions, and has also been recorded from Tristan da Cunha and the Congo (Brazzaville).",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Lumbrineris papillifera,"Lumbrineris papillifera Fauvel, 1919. The body is typically elongate, often exceeding approximately 100 mm. The prostomium is conical in shape. The setae consist of all anterior setae being winged capillaries; short-headed simple hooks appear around setiger ~40, replacing capillaries entirely before the mid-body. The parapodia feature anterior appendages with a low, rounded presetal lobe and a longer, conical postsetal lobe. The posterior feet have a short presetal lobe and a very long, possibly exceeding the setal length, postsetal lobe. Adults may develop a ventral papilla between parapodia from the mid-body onward, a new diagnostic character. The acicula are yellow. The maxillae support a maxillary formula: Mx I = 1+1; Mx II = (4–5)+(4–5); Mx III = 2+2; Mx IV = 1+1, with long, triangular supports. The species is found in Tropical East Africa, specifically recorded from Natal, Mozambique, and Madagascar.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Arabella mutans,"Arabella mutans Chamberlin, 1919 is characterized by an elongated body reaching up to approximately 190 mm with over 300 segments. The prostomium is conical, featuring four eyes. Its setae consist of winged capillaries with smooth or basally serrated blades, and it has one inferior asymmetrically hooded acicular seta, a distinctive feature. The parapodia have dorsal cirri reduced to a slight swelling at the base, a low, rounded presetal lobe, and a longer, blunt postsetal lobe. It has two to three yellow aciculae with pointed tips just piercing the body wall between parapodial lobes. The maxillary jaws include black, roughly M-shaped mandibles and well-developed maxillae with enlarged falcate hooks, with specific formulae for each maxillae: Mx I = (1+4)+(1+4); Mx II = (0+12)+(0+12); Mx III = (1+4)+(1+4); Mx IV = (1+3)+(1+3); Mx V = 1+1, with the presence of enlarged falcate hooks serving as a diagnostic character. The species is distributed geographically across Easter Island, Zanzibar, Cape Verde Islands, North Carolina, and has been recorded from Cape Coast and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Arabella iricolor iricolor,"Arabella iricolor iricolor Montagu, 1804 is characterized by a tough, wiry, and highly iridescent body, reaching up to approximately 100 mm, with short, crowded segments. The prostomium is bluntly conical, featuring four eyes arranged in a transverse row along the posterior margin. It bears four to five winged capillaries set often with serrated bases. The dorsal cirrus is well developed at the front as a curved papilla originating from the dorsal base of the parapodium. The parapodia have a low, rounded presetal lobe and a longer, conical postsetal lobe. About three yellow aciculae are present, pointed with tips that pierce the parapodial skin. The strong, black mandibles are roughly H-shaped, with maxillae containing an enlarged first tooth in series. The maxillary formula is Mx I = (1+9)+(1+8); Mx II = 8+14; Mx III = 7+5; Mx IV = (7+4)+(7+3); Mx V = 1+1. This species is cosmopolitan in temperate and tropical seas and has been recorded from Madagascar.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Drilonereis falcata,"Drilonereis falcata Moore, 1911, features a slender, rounded body approximately 100 mm in length. The prostomium is depicted as depressed and bluntly conical, with possible presence of internal eyes. The setae are not distinctly differentiated in the original description, aside from their connection to the parapodia. The parapodia start on the first two segments, which are achaetous, and then develop well in subsequent segments with a very small presetal lobe and a conical postsetal lobe. The acicula are stout with projecting acicula seen from about setiger 10–20, sometimes with two per foot. The maxillae are robust, black, and triangular, with basal teeth on Mx I and enlarged anterior teeth on all plates. The median unpaired support is dagger-shaped and fully black. The maxillary formula is Mx I = 8+6; Mx II = 8+8; Mx III = 4+3; Mx IV = 1+1; Mx V = 1+1. The posterior end remains unknown. Geographically, it is found in deep waters off California and has been sparsely recorded from South West Africa and the Cape.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Drilonereis monroi,"Drilonereis monroi Day, 1960, is characterized by a long, tough, and wiry body exceeding 200 mm. The prostomium is blunt, depressed, and eyeless, almost fused to the first segment. It has four to five smooth-winged capillary setae between parapodial lobes. The small yet well-formed parapodia feature a low, rounded presetal lobe and a bluntly conical postsetal lobe, with posterior parapodia being elongate and the presetal lobe increasing to about half the length of the postsetal lobe. Each foot contains one stout, blunt aciculum projecting outward, along with three to four internal acicula with long, tapering tips that may resemble emerging capillaries. The maxillae lack mandibles but are otherwise well developed: Mx I without basal teeth, Mx V absent; the maxillary formula is Mx I = 1+1, Mx II = (6–8)+(6–8), Mx III = 4+4, and Mx IV = 4+4. Maxillary supports are very slender, and the unpaired median piece is pale with a black, heart-shaped basal area. The species is found in South West Africa, Cape coast, and Tristan da Cunha.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Ophryotrocha puerilis,"Ophryotrocha puerilis Claparede & Metschnikov, 1869 is characterized by a small, colorless, vermiform body approximately 5 mm in length, with 20–30 segments, each featuring rings of cilia. The prostomium is rounded and bears two ciliary rings, with papilliform antennae positioned dorsolaterally and similar palps located anteroventrally; it has one pair of eyes. Dorsal setae include one to three stout, simple setae, while median setae are two to four unidentate, falcigerous, and compound. A ventral simple pointed seta is also present. The parapodia are small, with setigerous lobes that support both dorsal and ventral cirri. Its ecology indicates an intertidal habitat, often observed in aquaria feeding on algal films. The jaws consist of brown, well-chitinized maxillae; mandibles with divergent shafts and bilobed, crenulate cutting edges; and maxillae made up of stout forceps (not dentate at the base) plus seven pairs of dentate elements—basal three with about five teeth decreasing in size, and distal four with approximately twelve tiny, subequal teeth. The species has a cosmopolitan distribution across temperate and tropical seas.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Protodorvillea egena,"Protodorvillea egena Ehlers, 1913 features a small body (4–8 mm, ~60 segments). The prostomium is broadly conical; two pairs of eyes (anterior pair tiny); very small antennae with a single club-shaped joint; long, wrinkled palps with terminal palpostyles. Superior setae include one serrated capillary and one to two forked setae with smooth shafts and short, equal prongs flange internally; four inferior compound setae with short blades bearing minutely bidentate tips. Dorsal cirri are short, ovoid, without cirrophores or internal acicula, present on all feet except the first, arising distally; ventral cirri are ovoid. Setigerous lobes are elongate with a triangular presetal lobe. The maxillae have four rows of minute dentate elements. Found in South India, the Red Sea, and South Africa (False Bay).",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Dorvillea gardineri,"Dorvillea gardineri Crossland, 1924, is characterized by a body size considered large for its genus, reaching up to approximately 50 mm in length with around 100 segments. The prostomium is small and rounded, featuring four large eyes and separated from the peristomium by a deep dorsal incision that contains a prominent nuchal papilla. The superior setae are capillaries with flattened blades and blunt, tapering tips; broken setae may appear forked. The inferior setae are compound, falcigerous, with short, tridentate blades. Dorsal cirri are well developed, while ventral cirri are not notably emphasized. Parapodia have tapering dorsal cirri, with each cirrus composed of a long cirrophore that is partially fused to a shorter cirrostyle, about a quarter of its length. The dorsal cirrus is present on setiger 1. Ecologically, this species is benthic and inhabits tropical marine environments. Its maxillae consist of four rows of toothed plates. The antennae feature approximately ten indistinct annulations, with palps slightly longer than the antennae and a weakly defined terminal palpostyle. The mandibles are well developed, with anterior margins that are denticulate. Geographically, Dorvillea gardineri is found in the tropical Indian Ocean, with recorded occurrences in Madagascar.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Dorvillea neglecta,"Dorvillea neglecta Fauvel, 1923, has a small body about 15 mm long with around 80 segments. The prostomium is broadly conical and depressed, featuring two pairs of eyes. The superior setae consist of 3–4 fine, weakly serrated capillaries and 1–2 forked setae with subequal prongs and smooth shafts. The inferior setae are numerous, compound, with faintly serrated shafts and falciger blades of varying lengths, ending in tridentate tips. No dorsal cirrus is present on setiger 1; later dorsal cirri have long cirrophores with an internal aciculum and cirrostyles about half their length. The parapodia have an elongate setigerous lobe, a conical presetal lip, and a shorter postsetal lobe. The maxillae consist of four rows of small toothed plates. The palps are long with a well-developed terminal palpostyle; the antennae are slightly shorter, with 8–11 joints. The mandibles have dentate cutting edges with outer 3–4 teeth easily detached. Distribution includes the English Channel, with records from the Cape and Natal.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Dorvillea rudolphi,"Dorvillea rudolphi Delle Chiaje, 1825, features a small body approximately 15 mm long with around 80 segments. The prostomium is broadly conical and depressed, with two pairs of eyes. Its setae include 3–4 fine, weakly serrated capillaries and 1–2 forked setae with unequal prongs and serrated shafts, while the numerous inferior setae are compound, faintly serrated, and have falcigerous blades of varying lengths that are bidentate and protected by tiny hoods. No dorsal cirrus is present on setiger 1; later, dorsal cirri have long cirrophores with an internal aciculum and cirrostyle about half their length. The parapodia feature elongated setigerous lobes with a conical presetal lip and shorter postsetal lobes. The species is benthic and marine. It has four rows of small toothed plates on the maxillae. The palps are long and end with a distinct palpostyle, while the antennae are slightly shorter with 6–11 joints. The mandibles have dentate cutting edges, with the outer 3–4 teeth easily detachable. Geographically, it is found in the English Channel, Mediterranean, Madeira, North Carolina, and from the Cape.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Amphinome rostrata,"Amphinome rostrata Pallas, 1766: The body is large, measuring up to approximately 250 mm, dark grey, with a pentagonal cross-section. The prostomium is rounded dorsally, with a ventral groove, and features lateral palps, three dorsal antennae, and two pairs of eyes. The cirri includes a single dorsal cirrus located behind the notosetae and a short ventral cirrus. Its ecology indicates a planktonic lifestyle on driftwood, often found with floating objects supporting Lepas. Notosetae consist of simple capillaries and distinctive harpoon-setae with pointed tips and recurved serrations. Neuropodium is very short, stout, and positioned far from the notopodium, with a few stout, curved, needle-like neurosetae. Branchiae are tufted, branched filaments starting from setiger 2–3. The acicula has a knobbed tip, and the caruncle is small, smooth, and heart-shaped, extending to setiger 2. It is distributed throughout warm and tropical seas and has been recorded from the Agulhas Current (South Africa) on drifting substrates.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Chloeia flava,"Chloeia flava Pallas, 1766 has an oval body up to ~70 mm long with a median row of purple spots on the dorsum. The median antenna is slightly longer than lateral ones. It is a free-living amphinomid. Notosetae are serrated with a slight basal step, not distinctly forked; neurosetae are long, silky, spurred, not serrated. Branchiae are from setiger 4; the well-developed caruncle extends to setiger 4 with >30 lateral pleats. Found in tropical Indo-Pacific, recorded from Natal (South Africa).",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Chloeia fusca,"Chloeia fusca McIntosh, 1885, is characterized by its small, brownish body measuring about 20 mm in length. Its dorsum features a pair of narrow purple longitudinal stripes. The prostomium has a median antenna that is longer than the lateral antennas. The anterior notosetae are smooth and distinctly forked, with the longer limb being roughly four times the shorter one; posterior notosetae include serrated types. All neurosetae are smooth and forked. This species is a free-living amphinomid. The branchiae begin from setiger 5. The caruncle extends to setiger 4 and has approximately 16 lateral lamellae. Its geographical distribution is in the Tropical Indian Ocean, recorded from Natal, South Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Pseudeurythoe microcephala,"Pseudeurythoe microcephala Fauvel, 1932 is characterized by a slim body roughly 30 mm in length and composed of about 120 segments. Its prostomium is small; the anterior part is ventrally grooved and features a pair of cirriform dorsal antennae and lateral palps. The posterior part, often hidden by a skin fold, is roughly square and bears two pairs of eyes along with a median antenna that resembles the lateral ones. The first setiger lacks hooks on its cirri. The notopodium notosetae includes few harpoon setae and numerous slender notosetae, which can be smooth or have very faint serrations. The neuropodium neurosetae consist of two types of spurred setae: mostly very long with a tiny basal spur and lightly serrated blades, and a few shorter with a strong spur and coarser serrations. Branchiae are tufted, extending from setiger 3 to mid-body. The caruncle is very small, oblong, and usually hidden. Geographically, this species is found in the Tropical Indian Ocean, recorded specifically from Natal and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Euphrosine myrtosa,"Euphrosine myrtosa Savigny, 1818, has an ovoid body approximately 15 mm long with 36–43 setigers, displaying red to purple coloration. Its prostomium features four eyes, one stout, tapered median antenna, and smaller antero-ventral antennae. Notosetae are all forked, presenting two types: (a) straight, smooth prongs; (b) curved prongs serrated on inner margins, known as ringent setae. Neurosetae are forked with smooth, straight prongs. Dorsal cirri are longer than the branchiae, with the first dorsal cirrus positioned medial to the first branchial trunk, and the second medial to the third branchial trunk. The species typically occurs under stones and on old coral, though it is rare. It has six to eight long, evenly tapered branchial tufts per notopodium, with blunt tips. The caruncle extends posteriorly to setiger 5. Its distribution includes the Mediterranean, Red Sea, Indian Ocean, tropical West Africa (Cameroons), and it has been recorded from South Africa (Cape to Natal) and Mozambique.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Etiphrosine capensis,"Etiphrosine capensis Kinberg, 1857 features an ovoid body approximately 25 mm in length and red in color. The prostomium has very short antennae and palps that are almost papilliform. Notosetae consist of two types: smooth, forked setae with very unequal prongs, and forked ringent setae with serrated prongs on the inner margins. Neurosetae are forked, smooth, with unequal prongs. Dorsal cirri are shorter than the branchiae; the first dorsal cirrus is medial to the first branchial trunk, and the second is medial to the third branchial trunk. The species is commonly found under stones in the intertidal zone. Branchiae are present from the first setiger; even juveniles have 9-11 branchial trunks in the notopodia, with terminal filaments ending in ovoid, acorn-like tips. The caruncle extends to setiger 5 and overlaps setiger 6. Its distribution includes southern Africa, from South West Africa near the Cape to Natal.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Eurythoe parvecarunculata,"Eurythoe parvecarunculata Horst, 1912 has an elongated body measuring up to approximately 220 mm with around 120 segments. The prostomium features a median antenna significantly longer than the lateral ones, along with a small oval caruncle at the posterior part that is often hidden beneath a fold of setiger 2. Notosetae include short harpoon-like and spurred setae, with the longer prongs tapering and having serrated edges. Neurosetae are mainly forked, and the anterior segments also carry finer setae with basal steps and faint serrations. This species is a free-living amphinomid polychaete. Branchiae begin from setiger 3, with long filaments at the front that gradually become shorter towards the back. Its distribution covers the tropical Indian Ocean and West Africa, with records from Natal, Mozambique, and possibly Madagascar.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Eurythoe complanata,"Eurythoe complanata Pallas, 1766 is characterized by a large, elongated, and dorsoventrally flattened body, reaching up to approximately 140 mm in length, with a greyish-green coloration. Its notosetae consists of three types: smooth pointed capillaries, harpoon-setae with recurved serrations on one side, and fine setae featuring a small spur or step, along with long, slender blades that have very faint serrations. The neurosetae mainly include forked forms and finer spurred setae, with less diversity compared to the notosetae. This species is a common, free-living amphinomid, frequently found in association with coral rubble and hard substrates. Branchiae are present from setiger 2 onward. The prostomium's caruncle is elongated, with a flat keel, attached to setiger 3 and overlapping setiger 4. Its distribution spans all tropical seas, with recordings from the Eastern Cape, Natal, Mozambique, and Madagascar.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Eurythoe chilensis,"Eurythoe chilensis Kinberg, 1857, has a small body typically measuring 25 mm or less with around 50 segments. The notosetae consist of three main types: harpoon-shaped setae, spurred setae with 2–4 serrations on the longer prong, and a few long spurred setae with tiny serrations or steps on the blade. The neurosetae are mainly stout spurred setae with more developed spurs and serrations than notosetae, along with a few long, fine spurred setae featuring minute serrations. Dorsal cirri are long and tapered. Its ecology involves living on rocks and old shells. Branchiae start from setiger 2, each with 4–7 finger-like filaments. The prostomium caruncle is sinuous and elongated, attached to setiger 2 and overlapping setigers 3–4. Geographically, it is found in southern Chile and Tristan da Cunha, and has been recorded from the Cape region of South Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Pisionidens indica,"Pisionidens indica Aiyar & Alikunhi, 1940 is characterized by an elongated, slender, and depressed body measuring about 25 mm with approximately 70 segments. These segments are weakly defined and feature dorsolateral muscular ridges and lateral grooves. The prostomium is a depressed conical shape with one pair of frontal antennae, lateral palps with basal sheaths, and four closely grouped subdermal eyes. The dorsal and ventral cirri are small and biarticulate. The first 5–6 parapodia lack setigerous lobes, while subsequent ones have elongated lobes supported by an aciculum; adults do not have setae. This species inhabits surf beaches and is locally common. The pygidium has a pair of long cirri. The peristome is fused to the prostomium, featuring two pairs of long tentacular cirri and a ventral slit at the level of the tentacular cirri. The pharynx contains marginal papillae and two pairs of small, lightly chitinized jaws. Reproductively, the sexes are separate: males have sperm-filled segments and a club-shaped vesicula seminalis opening on a large genital papilla (copulatory organ), while females possess a receptaculum seminis opening below the parapodium and a series of median ventral genital suckers. Geographically, the species is found in India and has also been recorded from Natal, South Africa.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What are the taxonomic characteristics of Mysta siphodonta,"Mysta siphodonta Delle Chiaje, 1830. The body is elongated and flattened, reaching up to approximately 200 mm with around 350 segments. The dorsum is uniformly mauve-brown, while the ventrum is pale. The prostomium is depressed and has a truncate-conical shape; antennae are equal and slender; eyes are distinct. Each parapodium bears 15–20 setae, with fairly long blades; the shafts are asymmetrical, featuring one large blunt tooth and 3–5 smaller teeth. Dorsal cirri are ovate, 1.5–2 times as long as broad, on long cirrophores; ventral cirri are bluntly pointed. The setigerous lobe of the parapodia is blunt and shallowly notched. Tentacular cirri are subequal, roughly as long as the width of the tentacular segment. The species is free-living and occasionally found. The anterior segments follow the tentacular segment without a dorsal cirrus and bear setigerous lobes with setae and a ventral cirrus. The proboscis has a dorsal band of minute flattened denticulate papillae, paired ventrolateral rows of large triangular papillae, and a narrow ventral streak. South African specimens lack globular papillae. The distribution includes the Mediterranean, the Atlantic coast of Africa from Morocco to Senegal, and South Africa from False Bay to Natal.",<concise> Support: <1-2 lines>,<concise>,0.0,0.0,0.0,0.0,0.0,0.0,0.0
